OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,City,State,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,SiteEnergyUse(kBtu),ComplianceStatus,Outlier,usage_type
20989,2016,NonResidential,Warehouse,Building N,661 South Orcas Street,Seattle,WA,98108.0,1722801081,2,GREATER DUWAMISH,47.55127,-122.32576,1969,1.0,1,20500,0,20500,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,21386.0,,,,,,222600.0938,Compliant,,Mono-usage
21005,2016,NonResidential,Small- and Mid-Sized Office,4000 aurora building,4000 aurora ave n,Seattle,WA,98103.0,1931300585,4,LAKE UNION,47.6557,-122.34682,1958,1.0,2,21436,0,21436,Office,Office,21436.0,,,,,,534703.6875,Compliant,,Mono-usage
21023,2016,NonResidential,Mixed Use Property,George Pocock Memorial Rowing Center,3316 Fuhrman Ave E,Seattle,WA,98102.0,1959703275,3,NORTHEAST,47.65205,-122.3218,1998,1.0,1,20233,0,20233,"Non-Refrigerated Warehouse, Office, Other",Office,7245.0,Non-Refrigerated Warehouse,6644.0,Other,6344.0,,630250.125,Compliant,,Multi-usages
21057,2016,NonResidential,Small- and Mid-Sized Office,Fremont Space,600 N. 36th Street,Seattle,WA,98103.0,1972201005,6,LAKE UNION,47.65178,-122.351,2006,1.0,4,39926,12400,27526,"Multifamily Housing, Office, Parking, Retail Store",Office,24335.0,Parking,12400.0,Retail Store,2575.0,,1010967.688,Compliant,,Multi-usages
21088,2016,NonResidential,Small- and Mid-Sized Office,Northlake Plaza,936 N 34TH ST,Seattle,WA,98103.0,1972202635,4,LAKE UNION,47.64904,-122.34609,1985,1.0,3,31417,8110,23307,"Office, Parking",Office,26295.0,Parking,12890.0,,,,1126157.25,Compliant,,Multi-usages
21095,2016,NonResidential,Self-Storage Facility,Belltown Self Storage,1915 Third Ave.,Seattle,WA,98101.0,1977201055,7,DOWNTOWN,47.61179,-122.3404,1928,1.0,6,46580,0,46580,Self-Storage Facility,Self-Storage Facility,46580.0,,,,,,710275.375,Compliant,,Mono-usage
21097,2016,NonResidential,Retail Store,BERGMAN'S LUGGAGE,1907 3RD AVE,Seattle,WA,98101.0,1977201070,7,DOWNTOWN,47.61165,-122.34011,1916,1.0,2,25920,0,25920,Retail Store,Retail Store,25920.0,,,,,,478690.0938,Compliant,,Mono-usage
21102,2016,NonResidential,Retail Store,"SWIFTY PRINTING & DIGITAL IMAGING, INC.",2001 3RD AVENUE,Seattle,WA,98121.0,1977201135,7,DOWNTOWN,47.61236,-122.34144,1919,1.0,2,25920,0,25920,Retail Store,Retail Store,38880.0,,,,,,1011667.5,Compliant,,Mono-usage
21103,2016,NonResidential,Hotel,Palladian Hotel,2000 Second Avenue,Seattle,WA,98121.0,1977201140,7,DOWNTOWN,47.61203,-122.34165,1910,1.0,8,61721,0,61721,Hotel,,,,,,,,2897079.75,Compliant,,Mono-usage
21108,2016,NonResidential,Small- and Mid-Sized Office,DSHS Belltown Center,2106 2nd Avenue,Seattle,WA,98121.0,1977201181,7,DOWNTOWN,47.61297,-122.34324,1919,1.0,2,25920,0,25920,Office,Office,23995.0,,,,,,1793851.375,Compliant,,Mono-usage
21115,2016,NonResidential,Small- and Mid-Sized Office,Administration - Cassel Crag,1218 Terry Ave,Seattle,WA,98101.0,1978200285,3,EAST,47.61098,-122.32766,1925,1.0,4,39760,0,39760,Office,Office,39760.0,,,,,,2478960.0,Compliant,,Mono-usage
21116,2016,NonResidential,Other,Sunset Club,1021 University St.,Seattle,WA,98101.0,1978200290,3,EAST,47.61109,-122.32721,1920,1.0,3,30971,0,30971,Other,Other,30971.0,,,,,,2823184.0,Compliant,,Mono-usage
21117,2016,NonResidential,Small- and Mid-Sized Office,Administration - Blackford Hall,1000 Seneca St,Seattle,WA,98101.0,1978200305,3,EAST,47.61063,-122.32741,1946,1.0,3,22667,0,22667,Office,Office,22667.0,,,,,,3767135.0,Compliant,,Mono-usage
21119,2016,NonResidential,Warehouse,Canal Building,712 N 34th St,Seattle,WA,98103.0,1972202680,6,LAKE UNION,47.64965,-122.34913,1927,1.0,2,33840,0,33840,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,18740.0,Office,13660.0,Retail Store,1440.0,,2227638.25,Compliant,,Multi-usages
21122,2016,NonResidential,Mixed Use Property,Fremont Court-Equinox Building,3424 Fremont Ave. N.,Seattle,WA,98103.0,1972202755,6,LAKE UNION,47.6502,-122.34959,2001,5.0,3,41827,9226,32601,"Multifamily Housing, Office, Other - Mall, Parking, Restaurant",Multifamily Housing,14273.0,Office,14128.0,Parking,9680.0,,4193371.0,Compliant,,Multi-usages
21125,2016,NonResidential,Small- and Mid-Sized Office,The Peck Building,701 North 36th Street,Seattle,WA,98103.0,1972202940,6,LAKE UNION,47.65114,-122.34954,2001,1.0,5,33740,6010,27730,"Office, Parking, Retail Store",Office,15908.0,Retail Store,8762.0,Parking,1500.0,,1291405.25,Compliant,,Multi-usages
21129,2016,NonResidential,Retail Store,Dubliner Building,3515 Fremont Ave N,Seattle,WA,98103.0,1972203060,6,LAKE UNION,47.65115,-122.35024,1911,1.0,2,20516,0,20516,"Hotel, Retail Store",Retail Store,10155.0,Hotel,8000.0,,,,1021796.625,Compliant,,Multi-usages
21133,2016,NonResidential,Retail Store,The Fremont Building,3417 Fremont Ave N.,Seattle,WA,98103.0,1972203160,6,LAKE UNION,47.65019,-122.35013,1906,1.0,3,27480,0,27480,"Office, Retail Store",Retail Store,22218.0,Office,8668.0,,,,1215156.25,Compliant,,Multi-usages
21138,2016,NonResidential,Mixed Use Property,Saturn Building,3417 Evanston Ave. N.,Seattle,WA,98103.0,1972203435,6,LAKE UNION,47.65061,-122.35159,1947,1.0,1,46958,0,46958,"Bank Branch, Bar/Nightclub, Office, Parking",Office,40313.0,Parking,33976.0,Bar/Nightclub,4579.0,,1818867.875,Compliant,,Multi-usages
21140,2016,NonResidential,Distribution Center,124N35,124 North 35th Street,Seattle,WA,98103.0,1972203870,6,LAKE UNION,47.65214,-122.356,1984,1.0,1,26532,0,26532,Distribution Center,Distribution Center,26532.0,,,,,,1934224.25,Compliant,,Mono-usage
21141,2016,NonResidential,Small- and Mid-Sized Office,FREMONT FOUNDRY,154 N 35TH ST,Seattle,WA,98103.0,1972203920,6,LAKE UNION,47.65186,-122.35531,1981,1.0,2,22388,0,22388,"Multifamily Housing, Office",Office,19600.0,Multifamily Housing,2788.0,,,,576405.125,Compliant,,Multi-usages
21142,2016,NonResidential,Other,155N35,155 North 35th Street,Seattle,WA,98103.0,1972204025,6,LAKE UNION,47.65138,-122.35565,1969,1.0,1,30730,0,30730,Other,Other,30730.0,,,,,,3050455.25,Compliant,,Mono-usage
21145,2016,NonResidential,Small- and Mid-Sized Office,Fremont West Building,123 NW 36th St,Seattle,WA,98107.0,1972204350,6,LAKE UNION,47.65297,-122.35839,1986,1.0,2,35600,0,35600,"Office, Parking",Office,36839.0,Parking,0.0,,,,2173143.75,Compliant,,Multi-usages
21150,2016,NonResidential,Worship Facility,First Free Methodist Church,58 W Dravus,Seattle,WA,98119.0,1972204965,7,MAGNOLIA / QUEEN ANNE,47.64905,-122.36055,1949,1.0,3,62000,0,62000,"Other, Worship Facility",Worship Facility,57200.0,Other,5000.0,,,,1799664.125,Compliant,,Multi-usages
21172,2016,NonResidential,Small- and Mid-Sized Office,101 Nickerson,101 Nickerson St,Seattle,WA,98109.0,1972205940,7,MAGNOLIA / QUEEN ANNE,47.64805,-122.35534,1981,1.0,2,23600,0,23600,Office,Office,23600.0,,,,,,776248.6875,Compliant,,Mono-usage
21177,2016,NonResidential,Small- and Mid-Sized Office,4 Nick,4 Nickerson,Seattle,WA,98109.0,1972206360,7,MAGNOLIA / QUEEN ANNE,47.64976,-122.35684,1986,1.0,3,40067,0,40067,Office,Office,40067.0,,,,,,2303732.75,Compliant,,Mono-usage
21178,2016,NonResidential,Small- and Mid-Sized Office,6 Nick,6 Nickerson,Seattle,WA,98109.0,1972206390,7,MAGNOLIA / QUEEN ANNE,47.64976,-122.35684,1989,1.0,3,26419,6922,19497,Office,Office,26419.0,,,,,,1074989.0,Compliant,,Mono-usage
21179,2016,NonResidential,Small- and Mid-Sized Office,2 Nick,2 Nickerson,Seattle,WA,98109.0,1972206435,7,MAGNOLIA / QUEEN ANNE,47.64976,-122.35684,1979,1.0,3,25262,0,25262,Office,Office,25262.0,,,,,,1469556.25,Compliant,,Mono-usage
21180,2016,NonResidential,Other,"Seventeen Meters, LLC",437 N 34th Street,Seattle,WA,98103.0,1972206512,6,LAKE UNION,47.64975,-122.35289,1996,0.0,3,53103,0,53103,Other,Other,38723.0,,,,,,4877959.0,Compliant,,Mono-usage
21181,2016,NonResidential,Small- and Mid-Sized Office,Canal Place - 150 Building,150 Nickerson Street,Seattle,WA,98109.0,1972206650,7,MAGNOLIA / QUEEN ANNE,47.64901,-122.35516,1980,1.0,3,34106,0,34106,Office,Office,32739.0,,,,,,1619177.125,Compliant,,Mono-usage
21182,2016,NonResidential,Small- and Mid-Sized Office,Canal Place - 130 Building,130 Nickerson Street,Seattle,WA,98109.0,1972206650,7,MAGNOLIA / QUEEN ANNE,47.64934,-122.35592,1980,1.0,3,34545,0,34545,Office,Office,34545.0,,,,,,2313978.75,Compliant,,Mono-usage
21183,2016,NonResidential,Small- and Mid-Sized Office,Canal Place Office Park,180 & 192 Nickerson St,Seattle,WA,98109.0,1972206670,7,MAGNOLIA / QUEEN ANNE,47.64865,-122.35435,1980,1.0,3,70296,0,70296,Office,Office,70296.0,,,,,,2782066.5,Compliant,,Mono-usage
25660,2016,NonResidential,Small- and Mid-Sized Office,Union Trust Annex,117 S. Main,Seattle,WA,98104.0,5247800365,7,DOWNTOWN,47.59979,-122.33339,1902,1.0,4,27838,0,27838,Office,Office,27838.0,,,,,,1217509.125,Compliant,,Mono-usage
21192,2016,NonResidential,Distribution Center,Alaska Marine Lines,5615 W Marginal Way SW,Seattle,WA,98106.0,1924049081,1,DELRIDGE,47.55105,-122.34695,1971,2.0,2,28368,0,28368,"Distribution Center, Office",Distribution Center,35300.0,Office,9408.0,,,,1856230.625,Compliant,,Multi-usages
21208,2016,NonResidential,Other,Stone Avenue Building,13100 Stone Avenue North,Seattle,WA,98133.0,1926049122,5,NORTHWEST,47.72471,-122.3412,1964,1.0,2,92080,0,92080,Other,Other,92129.0,,,,,,5155090.5,Compliant,,Mono-usage
21212,2016,NonResidential,Other,Granite Curling Club,1440 N 128th St,Seattle,WA,98133.0,1926049180,5,NORTHWEST,47.72288,-122.34065,1961,1.0,1,20236,0,20236,Other - Recreation,Other - Recreation,20236.0,,,,,,1965182.25,Compliant,,Mono-usage
21213,2016,NonResidential,Small- and Mid-Sized Office,"Cochran, Inc",12500 Aurora Avenue North,Seattle,WA,98133.0,1926049190,5,NORTHWEST,47.72004,-122.34418,1951,1.0,2,39815,0,39815,"Non-Refrigerated Warehouse, Office",Office,27118.0,Non-Refrigerated Warehouse,12697.0,,,,2050600.75,Compliant,,Multi-usages
21216,2016,Nonresidential COS,Other,Mary's Place (PI Bank),1155 (1157) N 130th Ave,Seattle,WA,98133.0,1926049218,5,NORTHWEST,47.72299,-122.34293,1970,1.0,4,25557,0,25557,Residential Care Facility,Residential Care Facility,25557.0,,,,,,2280352.5,Compliant,,Mono-usage
21218,2016,Nonresidential COS,Other,HLF FFD VMG (A),12645 Ashworth Ave N,Seattle,WA,98133.0,1926049286,5,NORTHWEST,47.72134,-122.34102,1958,1.0,2,26994,0,26994,"Office, Other - Services",Other - Services,16243.0,Office,10751.0,,,,3076813.25,Compliant,,Multi-usages
21219,2016,NonResidential,Warehouse,Comcast,12645 Stone Ave N,Seattle,WA,98133.0,1926049290,5,NORTHWEST,47.72183,-122.34328,1972,1.0,1,48112,0,48112,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,48112.0,,,,,,1485945.875,Compliant,,Mono-usage
21221,2016,NonResidential,Other,(ID#21221) KC Metro Transit North Facilities Maintenance,12525 STONE AVE N,Seattle,WA,98133.0,1926049293,5,NORTHWEST,47.72065,-122.34318,2009,1.0,1,20909,0,20909,"Other - Public Services, Parking",Other - Public Services,19050.0,Parking,0.0,,,,1208029.25,Compliant,,Multi-usages
21226,2016,NonResidential,Small- and Mid-Sized Office,Laurel Building,911 N 145th,Seattle,WA,98133.0,1926049335,5,NORTHWEST,47.73387,-122.34722,2001,1.0,2,42793,16518,26275,"Office, Parking",Office,26275.0,Parking,16518.0,,,,1772188.5,Compliant,,Multi-usages
21233,2016,NonResidential,Other,Fitness International North Seattle,13244 Aurora Avenue North,Seattle,WA,98133.0,1926049370,5,NORTHWEST,47.72644,-122.34338,2007,1.0,2,45000,0,45000,Other - Recreation,Other - Recreation,45000.0,,,,,,5912066.0,Compliant,,Mono-usage
21236,2016,NonResidential,Retail Store,PETSMART 0375 (ID21236),13000 AURORA AVE N,Seattle,WA,98133.0,1926049423,5,NORTHWEST,47.72337,-122.34373,1998,1.0,1,26115,0,26115,Retail Store,Retail Store,26115.0,,,,,,1689372.625,Compliant,,Mono-usage
21239,2016,NonResidential,Worship Facility,Seattle North,5701 8th Ave N,Seattle,WA,98105.0,1928300405,4,NORTHEAST,47.6702,-122.32066,1949,1.0,1,26033,0,26033,"Parking, Worship Facility",Worship Facility,30044.0,Parking,0.0,,,,1149140.25,Compliant,,Multi-usages
21243,2016,NonResidential,K-12 School,"Seattle Country Day School Bldgs 1,2 & 4",2619 4th Ave North,Seattle,WA,98109.0,1929300110,7,MAGNOLIA / QUEEN ANNE,47.64344,-122.3509,2007,1.0,4,48660,0,48660,K-12 School,K-12 School,49468.0,,,,,,1881516.125,Compliant,,Mono-usage
21244,2016,NonResidential,Senior Care Community,Queen Anne Healthcare,2717 Dexter Ave N,Seattle,WA,98109.0,1929300390,7,MAGNOLIA / QUEEN ANNE,47.6441,-122.34795,1970,1.0,2,46539,0,46539,Senior Care Community,Senior Care Community,46539.0,,,,,,5400049.5,Compliant,,Mono-usage
21262,2016,NonResidential,Residence Hall,(ID21262) El Rey Apts,2119 2ND AVE,Seattle,WA,98121.0,1977200720,7,DOWNTOWN,47.61283,-122.34392,1909,1.0,4,29796,0,29796,Residence Hall/Dormitory,Residence Hall/Dormitory,29796.0,,,,,,2233262.0,Compliant,,Mono-usage
21265,2016,NonResidential,Retail Store,N0030 - Patagonia/DKA,2100 First Avenue & 106 Lenora Street,Seattle,WA,98121.0,1977200735,7,DOWNTOWN,47.6123,-122.34395,1920,1.0,2,26400,0,26400,"Office, Parking, Retail Store",Retail Store,14428.0,Office,7200.0,Parking,2788.0,,983595.875,Compliant,,Multi-usages
21266,2016,NonResidential,Small- and Mid-Sized Office,First & Lenora,2030 First Avenue,Seattle,WA,98121.0,1977200855,7,DOWNTOWN,47.61185,-122.3434,1918,1.0,3,38148,0,38148,"Office, Retail Store",Office,37853.0,Retail Store,12495.0,,,,1262255.75,Compliant,,Multi-usages
21270,2016,NonResidential,Mixed Use Property,Rex Land Building (Block 56SE) - SEDO,401 8th Ave. North,Seattle,WA,98109.0,1988201370,7,LAKE UNION,47.62231,-122.34145,1928,1.0,2,28800,0,28800,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,14400.0,Office,14400.0,,,,456953.0,Compliant,,Multi-usages
21278,2016,NonResidential,Worship Facility,Church of Scientology Washington State,300 W Harrison St,Seattle,WA,98119.0,1989200520,7,MAGNOLIA / QUEEN ANNE,47.62232,-122.36101,1955,1.0,5,31945,0,31945,"Parking, Worship Facility",Worship Facility,31945.0,Parking,0.0,,,,1806468.0,Compliant,,Multi-usages
21290,2016,NonResidential,Small- and Mid-Sized Office,Salvation Army NW Div. HQ,111 Queen Anne Ave N,Seattle,WA,98109.0,1989200945,7,MAGNOLIA / QUEEN ANNE,47.6189,-122.35713,1985,1.0,5,85963,33055,52908,"Office, Parking",Office,52908.0,Parking,33055.0,,,,4480961.0,Compliant,,Multi-usages
21310,2016,NonResidential,Retail Store,DILLER BUILDING (ID21310),1216 1st Ave.,Seattle,WA,98101.0,1974700170,7,DOWNTOWN,47.60683,-122.33771,1900,1.0,4,34680,0,34680,Retail Store,Retail Store,34680.0,,,,,,1169948.875,Compliant,,Mono-usage
21313,2016,NonResidential,Worship Facility,Plymouth Congregational Church,1217 6th Ave,Seattle,WA,98101.0,1975700006,7,DOWNTOWN,47.60867,-122.33265,1968,1.0,3,75058,34510,40548,Worship Facility,Worship Facility,75058.0,,,,,,5587347.0,Compliant,,Mono-usage
21315,2016,NonResidential,Small- and Mid-Sized Office,1518 Fifith Ave,1520 Fifth Ave,Seattle,WA,98101.0,1975700135,7,DOWNTOWN,47.61119,-122.33581,1903,1.0,3,57720,0,57720,Office,Office,25000.0,,,,,,24105.5,Non-Compliant,Low outlier,Mono-usage
21317,2016,NonResidential,Retail Store,Coliseum,1506 Fifth Avenue,Seattle,WA,98101.0,1975700155,7,DOWNTOWN,47.61103,-122.33549,1915,1.0,1,36504,0,36504,Retail Store,Retail Store,16200.0,,,,,,2100982.75,Compliant,,Mono-usage
21318,2016,NonResidential,Small- and Mid-Sized Office,Westlake Place,1520 4th Avenue,Seattle,WA,98101.0,1975700195,7,DOWNTOWN,47.61091,-122.33667,1907,1.0,6,35200,0,35200,Office,Office,35200.0,,,,,,2998208.25,Compliant,,Mono-usage
21319,2016,NonResidential,Small- and Mid-Sized Office,4th Avenue Building,1408 4th Avenue,Seattle,WA,98101.0,1975700275,7,DOWNTOWN,47.60961,-122.33566,1907,1.0,5,35840,0,35840,Office,Office,35840.0,,,,,,1538750.625,Compliant,,Mono-usage
21321,2016,NonResidential,Other,5265050802 - WM1084 Fifth and Union,1401 5th AVE,Seattle,WA,98101.0,1975700281,7,DOWNTOWN,47.60985,-122.33527,1941,1.0,2,25920,0,25920,Bank Branch,Bank Branch,23230.0,,,,,,1333432.125,Compliant,,Mono-usage
21322,2016,NonResidential,Small- and Mid-Sized Office,Fourth and Union,1404 Fourth Ave,Seattle,WA,98101.0,1975700290,7,DOWNTOWN,47.60952,-122.33558,1928,1.0,4,30525,0,30525,"Office, Retail Store",Office,15609.0,Retail Store,6104.0,,,,2883139.0,Compliant,,Multi-usages
21328,2016,NonResidential,Other,Seattle First Hill,1334 Terry Avenue,Seattle,WA,98101.0,1978200320,7,EAST,47.61186,-122.32857,1964,1.0,4,49243,0,49243,Other/Specialty Hospital,Other/Specialty Hospital,52284.0,,,,,,8476183.0,Compliant,,Mono-usage
21336,2016,NonResidential,Other,University Club,1004 Boren Ave,Seattle,WA,98104.0,1978200605,3,EAST,47.6097,-122.325,1912,0.0,3,20411,0,20411,Social/Meeting Hall,Social/Meeting Hall,20411.0,,,,,,2014475.875,Compliant,,Mono-usage
21351,2016,NonResidential,Medical Office,Swedish Alcoa Building,1401 Madison St,Seattle,WA,98122.0,1978201116,3,EAST,47.61065,-122.32125,1962,1.0,2,30855,10285,20570,Medical Office,Medical Office,21571.0,,,,,,2946756.25,Compliant,,Mono-usage
21353,2016,NonResidential,Small- and Mid-Sized Office,FIRST BAPTIST CHURCH,1111 Harvard Ave.,Seattle,WA,98122.0,1978201205,3,EAST,47.61194,-122.32177,1910,1.0,3,73549,0,73549,"Office, Worship Facility",Office,41632.0,Worship Facility,31917.0,,,,2828950.5,Compliant,,Multi-usages
21364,2016,NonResidential,Other,Pacific Northwest Research,720 Broadway,Seattle,WA,98122.0,1978201421,3,EAST,47.60865694,-122.3205368,1988,1.0,5,45780,11400,34380,"Other - Education, Parking",Other - Education,45780.0,Parking,4500.0,,,,10834087.0,Compliant,,Multi-usages
21365,2016,NonResidential,Medical Office,Northwest Kidney Center (21365),700 Broadway,Seattle,WA,98114.0,1978201435,3,EAST,47.60865416,-122.3205904,1963,0.0,3,39115,0,39115,Medical Office,Medical Office,50000.0,,,,,,3735308.5,Compliant,,Mono-usage
21366,2016,NonResidential,Other,Town Hall Seattle,1119 8th Avenue,Seattle,WA,98101.0,1979200050,7,EAST,47.60901,-122.32994,1916,1.0,3,38038,0,38038,"Food Service, Office, Other - Entertainment/Public Assembly",Other - Entertainment/Public Assembly,35886.0,Office,1184.0,Food Service,436.0,,1107290.625,Compliant,,Multi-usages
21367,2016,NonResidential,Worship Facility,First Presbyterian Church of Seattle,1013 8th Ave,Seattle,WA,98104.0,1979200090,7,EAST,47.60821,-122.3296,1962,1.0,3,37796,0,37796,"Parking, Worship Facility",Worship Facility,53000.0,Parking,17600.0,,,,2465983.5,Compliant,,Multi-usages
21380,2016,Nonresidential COS,Small- and Mid-Sized Office,System Operations Center,614 NW 46th St,Seattle,WA,98107.0,1982201065,6,Ballard,47.66256,-122.36483,1993,1.0,1,27744,0,27744,"Data Center, Office, Other",Office,18380.0,Other,6060.0,Data Center,3304.0,,5355753.0,Compliant,,Multi-usages
21382,2016,NonResidential,Warehouse,Superior Self Storage,832 NW 48,Seattle,WA,98107.0,1982201700,6,BALLARD,47.66388,-122.36831,1960,1.0,1,36444,0,36444,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,36444.0,,,,,,161311.0938,Compliant,,Mono-usage
21388,2016,NonResidential,Warehouse,lee warehouse,4259 8th Avenue NW,Seattle,WA,98107.0,1982203275,6,BALLARD,47.65907,-122.36783,1950,1.0,1,27553,0,27553,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,27553.0,,,,,,966677.125,Compliant,,Mono-usage
21389,2016,NonResidential,Distribution Center,Double Y Investment Co.,4222 8th Ave NW,Seattle,WA,98107.0,1982203385,6,BALLARD,47.6583,-122.36638,1951,3.0,1,57310,0,57310,Distribution Center,Distribution Center,57310.0,,,,,,1253745.5,Compliant,,Mono-usage
21391,2016,NonResidential,Mixed Use Property,On Ballard- 425 Westlake,425 Westlake Ave N.,Seattle,WA,98109.0,1983200005,7,LAKE UNION,47.62296,-122.33884,1920,1.0,2,25920,0,25920,"Office, Other, Other - Services, Residence Hall/Dormitory, Restaurant",Office,10109.0,Other - Services,7016.0,Restaurant,3609.0,,989079.5,Compliant,,Multi-usages
21396,2016,NonResidential,Restaurant,Uptown Espresso Building (Block 38W) - SEDO,500-510 Westlake Ave. North,Seattle,WA,98109.0,1983200170,7,LAKE UNION,47.62354,-122.33808,1919,1.0,3,40686,0,40686,Restaurant,Restaurant,40686.0,,,,,,2106073.5,Compliant,,Mono-usage
21397,2016,NonResidential,Retail Store,Guitar Center (Block 38W) - SEDO,520-530 Westlake Ave. North,Seattle,WA,98109.0,1983200180,7,LAKE UNION,47.62399,-122.33804,1964,1.0,2,45271,0,45271,Retail Store,Retail Store,45271.0,,,,,,2553763.5,Compliant,,Mono-usage
21398,2016,NonResidential,Small- and Mid-Sized Office,Clements Rice Building (Block 38W) - SEDO,534 Westlake Ave. North,Seattle,WA,98109.0,1983200196,7,LAKE UNION,47.62437,-122.33802,1920,1.0,3,28380,12180,16200,Office,Office,28380.0,,,,,,1372213.375,Compliant,,Mono-usage
21399,2016,NonResidential,Large Office,Interurban Exchange IV/V & Van Vorst - SEDO,440 Terry Ave. North,Seattle,WA,98109.0,1983200290,7,LAKE UNION,47.62296,-122.3362,2009,1.0,5,508160,0,508160,"Food Service, Office, Parking",Office,329850.0,Parking,162894.0,Food Service,11846.0,,28053172.0,Compliant,,Multi-usages
21401,2016,NonResidential,Small- and Mid-Sized Office,511 Boren,511 Boren Avenue North,Seattle,WA,98109.0,1983200350,7,LAKE UNION,47.62353,-122.33622,1926,1.0,3,26176,0,26176,Office,Office,23730.0,,,,,,966907.375,Compliant,,Mono-usage
21413,2016,NonResidential,Small- and Mid-Sized Office,Fairview,1000 Fairview Ave N,Seattle,WA,98109.0,1984200105,3,LAKE UNION,47.62799,-122.33132,1926,1.0,1,37740,0,37740,"Office, Parking",Office,37481.0,Parking,0.0,,,,7442314.5,Compliant,,Multi-usages
21418,2016,Nonresidential COS,Other,Northwest Rooms,394 1st Ave. N.,Seattle,WA,98109.0,1985200003,7,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,1961,1.0,1,26000,0,26000,Other,Other,49847.0,,,,,,5277482.5,Compliant,,Mono-usage
21424,2016,NonResidential,Worship Facility,First Church Seattle,180 Denny Way,Seattle,WA,98109.0,1985200090,7,MAGNOLIA / QUEEN ANNE,47.61876,-122.3534,2009,1.0,3,23241,0,23241,Worship Facility,Worship Facility,23241.0,,,,,,739210.5,Compliant,,Mono-usage
21425,2016,NonResidential,Other,Pacific Science Center,200 Second Avenue North,Seattle,WA,98109.0,1985200140,7,MAGNOLIA / QUEEN ANNE,47.61974,-122.3511,1962,1.0,1,155795,0,155795,Other,Other,155795.0,,,,,,17673018.0,Compliant,,Mono-usage
21432,2016,Nonresidential COS,Other,Fisher Pavilion,200 Thomas St,Seattle,WA,98109.0,1985200245,7,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,2002,1.0,1,21018,0,21018,Other,Other,21018.0,,,,,,1761137.5,Compliant,,Mono-usage
21433,2016,Nonresidential COS,Other,Chihuly Garden and Glass,305 Harrison St #30,Seattle,WA,98109.0,1985200305,7,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,1998,1.0,1,30533,0,30533,Museum,Museum,28631.0,,,,,,5903015.0,Compliant,,Mono-usage
21435,2016,NonResidential,Other,space needle,400 broard street,Seattle,WA,98109.0,1985200495,7,MAGNOLIA / QUEEN ANNE,47.62049,-122.3493,1961,1.0,2,33971,0,33971,Other - Recreation,Other - Recreation,50000.0,,,,,,17686444.0,Compliant,,Mono-usage
21436,2016,Nonresidential COS,Other,Seattle Children's Theatre,201 Thomas St.,Seattle,WA,98109.0,1985200550,7,MAGNOLIA / QUEEN ANNE,47.62082,-122.35251,1992,1.0,2,40600,0,40600,Other,Other,33000.0,,,,,,2485521.0,Compliant,,Mono-usage
21438,2016,NonResidential,Small- and Mid-Sized Office,Sellen Construction Headquarters,227 Westlake Ave N,Seattle,WA,98109.0,1986200070,7,LAKE UNION,47.62055,-122.33881,1999,1.0,4,38038,0,38038,"Office, Parking",Office,38038.0,Parking,19600.0,,,,2003807.75,Compliant,,Multi-usages
21442,2016,NonResidential,Small- and Mid-Sized Office,Terry Ave Building,225 Terry Avenue North,Seattle,WA,98109.0,1986200245,7,LAKE UNION,47.62028,-122.33717,2007,1.0,4,64596,24596,40000,"Office, Parking",Office,41591.0,Parking,21350.0,,,,2524228.25,Compliant,,Multi-usages
21443,2016,NonResidential,Small- and Mid-Sized Office,219 Terry Building,219 Terry Ave. N.,Seattle,WA,98109.0,1986200255,7,LAKE UNION,47.62038,-122.33759,1928,1.0,3,41466,6062,35404,"Laboratory, Office, Parking",Office,35404.0,Laboratory,5000.0,Parking,1250.0,,9190442.0,Compliant,,Multi-usages
21445,2016,NonResidential,Large Office,202 Westlake,202 Westlake Ave. N.,Seattle,WA,98109.0,1986200275,7,LAKE UNION,47.62004,-122.33807,2013,1.0,6,130710,100800,29910,"Bank Branch, Office, Parking, Restaurant",Office,120548.0,Parking,88960.0,Bank Branch,5436.0,201720162015,7429423.0,Compliant,,Multi-usages
21447,2016,NonResidential,Small- and Mid-Sized Office,224 Westlake,224 Westlake Ave. N.,Seattle,WA,98109.0,1986200295,7,LAKE UNION,47.62054,-122.33807,1926,1.0,4,35780,0,35780,"Office, Parking, Retail Store",Office,22341.0,Retail Store,8214.0,Parking,5225.0,,1912760.75,Compliant,,Multi-usages
