OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,City,State,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,Latitude,Longitude,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ComplianceStatus,Outlier,usage_type,BuildingAge,BuildingRatio,IsMultiUse,NumberPropertyUses
25661,2016,NonResidential,Small- and Mid-Sized Office,Buttnick City Loan,206 1st Avenue South,Seattle,WA,98104.0,5247800380,7,DOWNTOWN,47.60071,-122.33377,0.0,3,47215,0,47215,Office,23659.0,Retail Store,22376.0,,,,Compliant,,Multi-usages,107,1.0,1,2
27668,2016,NonResidential,Other,Bailey Boushay House,2720 East Madison,Seattle,WA,98112.0,5016001680,3,Central,47.62342,-122.29688,1.0,3,34074,0,34074,Other/Specialty Hospital,34074.0,,,,,,Compliant,,Mono-usage,25,1.0,0,1
24484,2016,NonResidential,Worship Facility,Messiah Lutheran Church,7050 35th NE,Seattle,WA,98115.0,7974200451,4,NORTHEAST,47.68061,-122.29002,1.0,2,20385,0,20385,Worship Facility,20385.0,,,,,,Compliant,,Mono-usage,66,1.0,0,1
23056,2016,NonResidential,Other,NATIONAL SIGN,1255 WESTLAKE AVE N,Seattle,WA,98109.0,3025049004,7,MAGNOLIA / QUEEN ANNE,47.63132,-122.34136,1.0,2,27144,0,27144,Other,27144.0,,,,,,Compliant,,Mono-usage,96,1.0,0,1
16,2016,NonResidential,Hotel,5679-W Seattle,1112 Fourth Avenue,Seattle,WA,98101.0,0942000165,7,DOWNTOWN,47.60713,-122.33323,1.0,25,333176,61161,272015,Hotel,336640.0,,,,,,Compliant,,Mono-usage,18,0.8164303551276202,0,1
327,2016,NonResidential,Retail Store,Nordstrom 001,500 Pine Street,Seattle,WA,98101.0,0659000070,7,DOWNTOWN,47.61229,-122.33629,1.0,10,693450,0,693450,Retail Store,361107.0,Office,332343.0,,,,Compliant,,Multi-usages,91,1.0,1,2
21141,2016,NonResidential,Small- and Mid-Sized Office,FREMONT FOUNDRY,154 N 35TH ST,Seattle,WA,98103.0,1972203920,6,LAKE UNION,47.65186,-122.35531,1.0,2,22388,0,22388,Office,19600.0,Multifamily Housing,2788.0,,,,Compliant,,Multi-usages,35,1.0,1,2
484,2016,NonResidential,Mixed Use Property,Fred Rogers Building,1020 John St.,Seattle,WA,98109.0,1986200380,7,LAKE UNION,47.62002,-122.33687,1.0,3,67380,0,67380,Non-Refrigerated Warehouse,29732.0,Office,17372.0,Other - Entertainment/Public Assembly,13639.0,,Compliant,,Multi-usages,62,1.0,1,5
496,2016,NonResidential,Self-Storage Facility,Market St Center,2811 NW Market Street,Seattle,WA,98107.0,1175001235,6,BALLARD,47.66838,-122.3931,2.0,2,111445,0,111445,,,,,,,,Compliant,,Mono-usage,70,1.0,1,13
24629,2016,NonResidential,Warehouse,Tri-North,5000 1st Ave. S,Seattle,WA,98134.0,3573700406,2,GREATER DUWAMISH,47.55718,-122.33288,1.0,1,48890,0,48890,Non-Refrigerated Warehouse,30889.0,Office,18000.0,,,,Compliant,,Multi-usages,75,1.0,1,2
801,2016,NonResidential,Other,NORTH BLDG,2670 NE 49th Street,Seattle,WA,98105.0,0925049425,4,NORTHEAST,47.66478,-122.29804,1.0,6,361398,272900,88498,Parking,232685.0,Retail Store,63419.0,Non-Refrigerated Warehouse,15757.0,,Compliant,,Multi-usages,14,0.2448768393848333,1,4
283,2016,NonResidential,Small- and Mid-Sized Office,Lake City Center,12360 Lake City Way NE,Seattle,WA,98125.0,8822900465,5,NORTH,47.71895,-122.29475,1.0,5,50759,0,50759,Office,47079.0,Restaurant,3680.0,,,,Compliant,,Multi-usages,44,1.0,1,2
540,2016,NonResidential,Warehouse,NWCP-SEA Bldg K,6136 6th Ave S,Seattle,WA,98108.0,5367201155,2,GREATER DUWAMISH,47.54769,-122.3251,1.0,1,22780,0,22780,Non-Refrigerated Warehouse,22780.0,,,,,,Compliant,,Mono-usage,50,1.0,0,1
20768,2016,NonResidential,Distribution Center,Dekeriver LLC,1900 S Corgiat Drive,Seattle,WA,98108.0,1753700330,2,GREATER DUWAMISH,47.54365,-122.30785,1.0,1,27000,0,27000,Distribution Center,27000.0,,,,,,Compliant,,Mono-usage,60,1.0,0,1
797,2016,NonResidential,Distribution Center,Westcore River Street,303 S River Street,Seattle,WA,98108.0,5367204100,2,GREATER DUWAMISH,47.54326,-122.33134,1.0,1,71718,0,71718,Distribution Center,71718.0,,,,,,Compliant,,Mono-usage,47,1.0,0,1
19624,2016,NonResidential,Restaurant,Anthony's Homeport,6135 Seaview Ave NW,Seattle,WA,98107.0,0467000925,6,BALLARD,47.67398,-122.40765,1.0,3,22719,0,22719,Restaurant,22719.0,Parking,0.0,,,,Compliant,,Multi-usages,39,1.0,1,2
804,2016,NonResidential,Other,Northgate North,302 NE Northgate Way,Seattle,WA,98125.0,2926049109,5,North,47.70911,-122.32529,1.0,5,303255,19820,283435,Parking,321828.0,Retail Store,298043.0,Other,5636.0,,Compliant,,Multi-usages,16,0.9346424626139718,1,4
27504,2016,NonResidential,Warehouse,WHECO,7417 4TH AVE S,Seattle,WA,98108.0,7327906465,1,GREATER DUWAMISH,47.53651,-122.32954,1.0,2,23400,0,23400,Non-Refrigerated Warehouse,20002.0,Office,3374.0,Parking,0.0,,Compliant,,Multi-usages,52,1.0,1,3
25694,2016,NonResidential,Other,W00342,801 NE 42ND,Seattle,WA,98105.0,4092301550,4,NORTHEAST,47.65729,-122.31937,1.0,2,28586,0,28586,Other,27022.0,,,,,,Compliant,,Mono-usage,54,1.0,0,1
22223,2016,NonResidential,K-12 School,St. Alphonsus School,5806 15th Ave. NW,Seattle,WA,98107.0,2767900390,6,BALLARD,47.6712,-122.37568,1.0,3,35448,0,35448,K-12 School,35448.0,,,,,,Compliant,,Mono-usage,94,1.0,0,1
339,2016,NonResidential,Small- and Mid-Sized Office,Broderick Building,615 2nd Avenue,Seattle,WA,98104.0,0939000130,7,DOWNTOWN,47.60266,-122.33332,1.0,7,89550,0,89550,Office,64712.0,Retail Store,10058.0,Social/Meeting Hall,7030.0,,Compliant,,Multi-usages,116,1.0,1,3
25664,2016,NonResidential,Small- and Mid-Sized Office,Ballou Wright Building,1517 12th Ave,Seattle,WA,98122.0,6003500330,3,EAST,47.61459,-122.31724,1.0,3,30720,0,30720,Office,29720.0,Retail Store,1000.0,,,,Compliant,,Multi-usages,99,1.0,1,2
43948,2016,Nonresidential COS,Other,Georgetown Steamplant,6605 13th Avenue South,Seattle,WA,98108.0,0000000000,2,GREATER DUWAMISH,47.54277,-122.31626,1.0,2,39212,0,39212,Other,39212.0,,,,,,Non-Compliant,Low outlier,Mono-usage,110,1.0,0,1
24332,2016,NonResidential,Warehouse,4th&Forest,422 South Forest,Seattle,WA,98116.0,7666204280,2,GREATER DUWAMISH,47.57798,-122.32783,1.0,1,23750,0,23750,Non-Refrigerated Warehouse,19430.0,Office,1470.0,,,,Compliant,,Multi-usages,46,1.0,1,2
379,2016,NonResidential,Large Office,3101 Western Avenue,3101 Western Avenue,Seattle,WA,98121.0,0698000040,7,DOWNTOWN,47.6176,-122.35686,1.0,8,253103,61986,191117,Office,158681.0,Parking,70190.0,Other,21782.0,2010,Compliant,,Multi-usages,32,0.755095751531985,1,4
25954,2016,NonResidential,Other,MLK Community Center,3201 E Republican,Seattle,WA,98122.0,5317100295,3,CENTRAL,47.62322,-122.29006,1.0,1,25753,0,25753,Other - Entertainment/Public Assembly,25753.0,,,,,,Compliant,,Mono-usage,57,1.0,0,1
22240,2016,NonResidential,Supermarket / Grocery Store,Safeway 1477 - Market St,1423 NW Market St,Seattle,WA,98107.0,2768300240,6,BALLARD,47.66828,-122.37428,1.0,1,89103,43035,46068,Supermarket/Grocery Store,47034.0,Parking,0.0,,,,Compliant,,Multi-usages,16,0.5170196289687216,1,2
634,2016,NonResidential,Large Office,505 FIRST AVE S BLDG (ID634),505 1ST AVE S,Seattle,WA,98104.0,7666206900,2,DOWNTOWN,47.59767,-122.33467,1.0,7,287853,0,287853,Office,273812.0,Retail Store,12102.0,,,,Compliant,,Multi-usages,7,1.0,1,2
195,2016,NonResidential,Other,Seattle-Northgate,10631 8th Ave NE,Seattle,WA,98125.0,2926049409,5,NORTH,47.7066,-122.321,1.0,3,54224,0,54224,Other/Specialty Hospital,47012.0,,,,,,Compliant,,Mono-usage,52,1.0,0,1
49918,2016,Nonresidential COS,Other,Rainier Beach Community Center and Pool,8721 Rainier Ave S,Seattle,WA,98118.0,2123700240,2,SOUTHEAST,47.52472,-122.27074,1.0,1,53775,0,53775,Other - Recreation,35361.0,Fitness Center/Health Club/Gym,12689.0,Office,2110.0,,Compliant,,Multi-usages,3,1.0,1,7
336,2016,NonResidential,Large Office,1918 Eighth Avenue,1918 Eighth Avenue,Seattle,WA,98101.0,0660000650,7,DOWNTOWN,47.61555,-122.33582,1.0,36,824887,154972,669915,Office,743562.0,Parking,161119.0,,,20172015,Compliant,,Multi-usages,7,0.812129418938594,1,2
649,2016,NonResidential,Small- and Mid-Sized Office,INScape,815 Seattle Blvd S.,Seattle,WA,98134.0,7669800045,3,EAST,47.59534849,-122.327269,0.0,4,76624,0,76624,Office,76624.0,,,,,,Compliant,,Mono-usage,86,1.0,0,1
22142,2016,NonResidential,Supermarket / Grocery Store,Safeway 0219 - Othello St,3900 S Othello St,Seattle,WA,98118.0,2724049127,2,GREATER DUWAMISH,47.53747,-122.28308,1.0,1,26092,0,26092,Supermarket/Grocery Store,25946.0,Parking,0.0,,,,Compliant,,Multi-usages,63,1.0,1,2
734,2016,NonResidential,Small- and Mid-Sized Office,1455 Leary,1455 NW Leary Way,Seattle,WA,98107.0,2768302690,6,BALLARD,47.6633,-122.37549,1.0,4,92092,21055,71037,Office,70074.0,,,,,,Compliant,,Mono-usage,15,0.7713699344134127,0,1
26986,2016,NonResidential,Supermarket / Grocery Store,Admiral,2320 42nd Ave SW,Seattle,WA,98116.0,6087100195,1,SOUTHWEST,47.58217,-122.38479,1.0,1,31841,0,31841,Supermarket/Grocery Store,30899.0,Office,942.0,,,,Compliant,,Multi-usages,19,1.0,1,2
20433,2016,NonResidential,Other,West Seattle Bowl,4505  39th Ave SW,Seattle,WA,98116.0,0952007220,1,SOUTHWEST,47.56263,-122.38196,1.0,1,41521,13124,28397,Other - Recreation,26241.0,Parking,13124.0,Restaurant,2574.0,,Compliant,,Multi-usages,68,0.6839189807567255,1,3
23311,2016,NonResidential,Medical Office,HART First Hill LLC,1124 Columbia Street,Seattle,WA,98104.0,8590900646,3,EAST,47.60862,-122.32372,1.0,0,274568,0,274568,Medical Office,228133.0,Parking,135954.0,,,,Compliant,,Multi-usages,71,1.0,1,2
700,2016,NonResidential,Supermarket / Grocery Store,IUC- Whole Foods Interbay,2001 15th Avenue West,Seattle,WA,98119.0,7666201460,7,MAGNOLIA / QUEEN ANNE,47.63718,-122.37734,1.0,1,57176,0,57176,Supermarket/Grocery Store,39500.0,Retail Store,15000.0,"Personal Services (Health/Beauty, Dry Cleaning, etc)",5500.0,,Compliant,,Multi-usages,8,1.0,1,5
360,2016,NonResidential,Large Office,Chinook Building,401 Fifth Ave.,Seattle,WA,98104.0,0942001105,7,DOWNTOWN,47.60249,-122.32854,1.0,13,372242,52703,319539,Office,319539.0,Parking,52703.0,,,,Compliant,,Multi-usages,10,0.8584173736440273,1,2
612,2016,NonResidential,Small- and Mid-Sized Office,The Globe Building,105 South Main St.,Seattle,WA,98104.0,5247800320,7,DOWNTOWN,47.59979,-122.3338,1.0,4,69817,0,69817,Office,34647.0,Retail Store,26039.0,,,,Compliant,,Multi-usages,116,1.0,1,2
26695,2016,NonResidential,Worship Facility,Church in Seattle,6900 Woodlawn Ave. NE,Seattle,WA,98115.0,9528104205,6,NORTHWEST,47.67783,-122.32577,1.0,2,27500,0,27500,Worship Facility,27500.0,,,,,,Compliant,,Mono-usage,38,1.0,0,1
21365,2016,NonResidential,Medical Office,Northwest Kidney Center (21365),700 Broadway,Seattle,WA,98114.0,1978201435,3,EAST,47.60865416,-122.3205904,0.0,3,39115,0,39115,Medical Office,50000.0,,,,,,Compliant,,Mono-usage,53,1.0,0,1
25955,2016,NonResidential,Other,Seattle Tennis Club,922 McGilvra Blvd E,Seattle,WA,98112.0,5317100844,3,EAST,47.62816,-122.28067,1.0,3,71280,0,71280,Other - Recreation,71280.0,,,,,,Compliant,,Mono-usage,88,1.0,0,1
24587,2016,NonResidential,Warehouse,Lander Station Business Park,151 S. Lander St,Seattle,WA,98134.0,7666205990,2,GREATER DUWAMISH,47.57881,-122.33273,1.0,1,29394,0,29394,Non-Refrigerated Warehouse,29394.0,Office,16902.0,,,,Compliant,,Multi-usages,24,1.0,1,2
19833,2016,NonResidential,University,Centennial Building,2000 Terry Avenue,Seattle,WA,98121.0,0660001445,7,DOWNTOWN,47.61741,-122.33491,1.0,2,28923,0,28923,College/University,28800.0,,,,,,Compliant,,Mono-usage,24,1.0,0,1
21546,2016,NonResidential,Worship Facility,Seattle Unity Church,200 8th Avenue N,Seattle,WA,98109.0,1991201375,7,LAKE UNION,47.6201,-122.34071,1.0,1,27338,0,27338,Worship Facility,27338.0,,,,,,Compliant,,Mono-usage,56,1.0,0,1
24359,2016,NonResidential,Small- and Mid-Sized Office,Jefferson Building,1401 East Jeffrson Street,Seattle,WA,98122.0,7942600940,3,CENTRAL,47.60592,-122.31367,1.0,5,72613,22788,49825,Office,49825.0,Parking,22788.0,,,,Compliant,,Multi-usages,32,0.6861718975940947,1,2
22579,2016,NonResidential,Distribution Center,Century 21 Promotions Inc,2601 West Commodore Way,Seattle,WA,98199.0,2770606119,7,MAGNOLIA / QUEEN ANNE,47.66161,-122.39075,1.0,1,35946,0,35946,Distribution Center,31845.0,Office,4101.0,,,,Compliant,,Multi-usages,48,1.0,1,2
21243,2016,NonResidential,K-12 School,"Seattle Country Day School Bldgs 1,2 & 4",2619 4th Ave North,Seattle,WA,98109.0,1929300110,7,MAGNOLIA / QUEEN ANNE,47.64344,-122.3509,1.0,4,48660,0,48660,K-12 School,49468.0,,,,,,Compliant,,Mono-usage,9,1.0,0,1
25671,2016,NonResidential,Retail Store,Capital Hill,1525 11th Ave,Seattle,WA,98122.0,6003500420,3,EAST,47.61478,-122.31847,1.0,2,36940,0,36940,Retail Store,36940.0,,,,,,Compliant,,Mono-usage,100,1.0,0,1
500,2016,NonResidential,Supermarket / Grocery Store,70100179-Lake City,13000 Lake City Way NE,Seattle,WA,98125.0,1453601660,5,NORTH,47.7237,-122.29232,1.0,2,308965,187878,121087,Supermarket/Grocery Store,121087.0,Parking,0.0,Parking,0.0,,Compliant,,Multi-usages,21,0.3919117052093279,1,2
19445,2016,NonResidential,Low-Rise Multifamily,Pacific Pointe,2108 N Pacific St.,Seattle,WA,98103.0,0354000254,4,LAKE UNION,47.64859,-122.33311,1.0,3,93079,36093,56986,Multifamily Housing,91064.0,,,,,,Compliant,,Mono-usage,16,0.612232619602703,0,1
22440,2016,NonResidential,Retail Store,Office Max #560,1135 NW Leary Way,Seattle,WA,98107.0,2768302800,6,BALLARD,47.66318,-122.37283,1.0,1,23500,0,23500,Retail Store,23500.0,,,,,,Compliant,,Mono-usage,20,1.0,0,1
179,2016,NonResidential,Small- and Mid-Sized Office,Seattle's Union Gospel Mission - Admin,3800 S Othello St,Seattle,WA,98118.0,7378600265,2,GREATER DUWAMISH,47.53827,-122.28406,1.0,1,54765,0,54765,Office,25765.0,Other,25000.0,,,,Compliant,,Multi-usages,58,1.0,1,2
63,2016,NonResidential,Hotel,Sheraton Seattle Hotel,1400 6th Avenue,Seattle,WA,98101.0,1976700095,7,DOWNTOWN,47.61087,-122.33339,1.0,34,994212,146694,847518,Hotel,994212.0,Parking,117668.0,Swimming Pool,0.0,,Compliant,,Multi-usages,34,0.8524519921304511,1,3
23231,2016,NonResidential,Retail Store,Bitter Lake Plaza,929 N 130th ST,Seattle,WA,98133.0,7608700007,5,NORTHWEST,47.72286,-122.34612,1.0,2,20088,0,20088,Retail Store,16080.0,Office,3500.0,Parking,508.0,,Compliant,,Multi-usages,37,1.0,1,3
25537,2016,NonResidential,Self-Storage Facility,FremontBridgeMini,319 Nickerson St,Seattle,WA,98109.0,5244800055,7,MAGNOLIA / QUEEN ANNE,47.64633,-122.3508,1.0,2,28309,0,28309,Self-Storage Facility,28309.0,,,,,,Compliant,,Mono-usage,98,1.0,0,1
20526,2016,NonResidential,Small- and Mid-Sized Office,Wellspring Family Services,1900 Rainier AVE S,Seattle,WA,98144.0,1498302455,2,SOUTHEAST,47.58579,-122.3034,1.0,3,38075,0,38075,Office,29035.0,K-12 School,6213.0,Retail Store,2825.0,,Compliant,,Multi-usages,7,1.0,1,3
28086,2016,NonResidential,Laboratory,Environmental Laboratory,322 W Ewing Street,Seattle,WA,98119.0,7442001430,7,MAGNOLIA / QUEEN ANNE,47.65223,-122.36147,1.0,2,43025,0,43025,Laboratory,29527.0,Other,13498.0,,,,Compliant,,Multi-usages,31,1.0,1,2
20979,2016,NonResidential,Small- and Mid-Sized Office,The Hathaway Building,5506 6th Ave S.,Seattle,WA,98108.0,1722800285,2,GREATER DUWAMISH,47.55316,-122.32616,1.0,2,40029,0,40029,Office,31800.0,Non-Refrigerated Warehouse,8200.0,,,,Compliant,,Multi-usages,34,1.0,1,2
23396,2016,NonResidential,Other,DWW-SOC 4500 W. Marginal Way SW,4500 W MARGINAL WAY SW,Seattle,WA,98106.0,7666703680,1,Delridge,47.56319,-122.35067,1.0,1,40189,0,40189,Other - Utility,28347.0,Office,9113.0,Parking,0.0,,Compliant,,Multi-usages,19,1.0,1,3
495,2016,NonResidential,Medical Office,4245 Roosevelt 2ros4245,4245 Roosevelt Way NE,Seattle,WA,98105.0,1145000310,4,NORTHEAST,47.65884,-122.3183,1.0,4,191276,95281,95995,Medical Office,95995.0,,,,,,Compliant,,Mono-usage,22,0.5018664129320981,0,1
42069,2016,NonResidential,Small- and Mid-Sized Office,NORTH POINTE,2101 N 34TH ST,Seattle,WA,98103.0,6147900000,4,LAKE UNION,47.64779,-122.33352,1.0,1,26263,0,26263,Office,26263.0,,,,,,Compliant,,Mono-usage,23,1.0,0,1
20605,2016,NonResidential,Warehouse,VISKO BUILDING,4229 WEST MARGINAL WAY SW,Seattle,WA,98106.0,1824049044,1,DELRIDGE,47.56447,-122.35335,1.0,1,31521,0,31521,Non-Refrigerated Warehouse,31521.0,,,,,,Compliant,,Mono-usage,63,1.0,0,1
569,2016,NonResidential,Mixed Use Property,Pacific Tower,1200 12th Avenue South,Seattle,WA,98144.0,2829600110,2,GREATER DUWAMISH,47.5928,-122.31599,1.0,14,304052,0,304052,Office,218918.0,Parking,156487.0,Medical Office,84051.89844,20102008,Compliant,,Multi-usages,84,1.0,1,3
23936,2016,NonResidential,Self-Storage Facility,OLD LIQUID CARBONIC CO,5021 COLORADO AVE S,Seattle,WA,98134.0,3573200920,2,GREATER DUWAMISH,47.55662,-122.33728,1.0,1,25881,0,25881,Self-Storage Facility,25881.0,,,,,,Compliant,,Mono-usage,86,1.0,0,1
49738,2016,NonResidential,Other,Jefferson Square SWAS1490/,42nd Ave. SW and SW Alaska St.,Seattle,WA,98116.0,7579200260,1,SOUTHWEST,47.5596,-122.38459,1.0,6,146363,0,146363,Strip Mall,146363.0,,,,,,Compliant,,Mono-usage,29,1.0,0,1
20916,2016,NonResidential,Small- and Mid-Sized Office,St. John Egan Hall,123 N. 79th St.,Seattle,WA,98103.0,1646500985,6,NORTHWEST,47.68602,-122.35674,1.0,1,20678,0,20678,Office,23100.0,,,,,,Compliant,,Mono-usage,56,1.0,0,1
32429,2016,NonResidential,Restaurant,First & Union,1411 1st Avenue,Seattle,WA,98101.0,6094500000,7,DOWNTOWN,47.60805,-122.33978,1.0,13,42000,0,42000,Other - Restaurant/Bar,26554.0,Other,15310.0,Strip Mall,7673.0,,Compliant,,Multi-usages,31,1.0,1,4
19926,2016,NonResidential,Small- and Mid-Sized Office,7th & Bell Building,2300 7th Avenue,Seattle,WA,98121.0,0697000400,7,DOWNTOWN,47.61768,-122.34139,1.0,1,23752,0,23752,Office,14317.0,Retail Store,9435.0,Parking,0.0,,Compliant,,Multi-usages,51,1.0,1,3
710,2016,NonResidential,Large Office,World Trade Center - North,2401 Elliott Avenue,Seattle,WA,98121.0,7666202320,7,DOWNTOWN,47.61287,-122.35022,1.0,5,251044,117867,133177,Office,126218.0,Data Center,12717.0,,,2016201520122009,Compliant,,Multi-usages,16,0.530492662640812,1,2
598,2016,NonResidential,Warehouse,4225 2nd Ave So.,4225 2nd Ave. South,Seattle,WA,98134.0,3957900060,2,GREATER DUWAMISH,47.56549,-122.33221,1.0,1,50832,0,50832,Non-Refrigerated Warehouse,43920.0,Office,6912.0,,,,Compliant,,Multi-usages,59,1.0,1,2
551,2016,NonResidential,Mixed Use Property,Richmark Label,1110 East Pine Street,Seattle,WA,98122.0,6003500510,3,EAST,47.61552,-122.31744,1.0,2,75844,19928,55916,Other,28442.0,Office,28441.0,Parking,18961.0,,Compliant,,Multi-usages,89,0.7372501450345446,1,3
27244,2016,NonResidential,Other,Knights of Columbus,722 E Union St,Seattle,WA,98122.0,7502500045,3,EAST,47.61314,-122.32262,1.0,3,33708,0,33708,Other,33708.0,,,,,,Compliant,,Mono-usage,104,1.0,0,1
26997,2016,NonResidential,Mixed Use Property,Trader Joes/AAA,4555 Roosevelt Way NE,Seattle,WA,98105.0,5335200281,4,NORTHEAST,47.66272,-122.31798,1.0,2,32928,0,32928,Parking,24288.0,Retail Store,16710.0,Office,16128.0,,Compliant,,Multi-usages,17,1.0,1,4
21108,2016,NonResidential,Small- and Mid-Sized Office,DSHS Belltown Center,2106 2nd Avenue,Seattle,WA,98121.0,1977201181,7,DOWNTOWN,47.61297,-122.34324,1.0,2,25920,0,25920,Office,23995.0,,,,,,Compliant,,Mono-usage,97,1.0,0,1
29170,2016,NonResidential,Mixed Use Property,Chief Seattle Club/Monterey Lofts,410 2nd Avenue Extenstion South,Seattle,WA,98104.0,1562700010,3,EAST,47.59901628,-122.3315077,1.0,3,22168,0,22168,Multifamily Housing,11084.0,Other - Entertainment/Public Assembly,11084.0,,,,Compliant,,Multi-usages,116,1.0,1,2
20167,2016,NonResidential,K-12 School,Ninth & Lenora Building,2030 9th Avenue,Seattle,WA,98121.0,0660001310,7,DOWNTOWN,47.61718,-122.33654,1.0,2,21600,0,21600,K-12 School,21600.0,,,,,,Compliant,,Mono-usage,59,1.0,0,1
546,2016,NonResidential,Warehouse,NWCP-SEA Bldg A,410 S Front Street,Seattle,WA,98108.0,5367204745,2,GREATER DUWAMISH,47.54853,-122.32814,1.0,1,85400,0,85400,Non-Refrigerated Warehouse,85400.0,,,,,,Compliant,,Mono-usage,50,1.0,0,1
533,2016,NonResidential,Self-Storage Facility,08168-Queen Anne/Magnolia,3000 15th Ave West,Seattle,WA,98119.0,2770603715,7,MAGNOLIA / QUEEN ANNE,47.64676,-122.37581,1.0,4,130293,23400,106893,Self-Storage Facility,130293.0,Parking,8800.0,,,,Compliant,,Multi-usages,28,0.8204047799958555,1,2
27456,2016,NonResidential,Other,ATWATER,1503 3RD AVE W,Seattle,WA,98119.0,4232903455,7,MAGNOLIA / QUEEN ANNE,47.63286,-122.36141,1.0,2,36771,0,36771,Other,34856.0,,,,,,Compliant,,Mono-usage,60,1.0,0,1
24700,2016,NonResidential,Mixed Use Property,JukeboxCity Building,1946-1952 1st Ave S,Seattle,WA,98134.0,7666206275,2,GREATER DUWAMISH,47.58452,-122.3337,1.0,1,27000,0,27000,Other,9000.0,Other - Entertainment/Public Assembly,9000.0,Self-Storage Facility,9000.0,,Compliant,,Multi-usages,100,1.0,1,3
18,2016,NonResidential,Hotel,Crowne Plaza Hotel Seattle,1113 6th Ave,Seattle,WA,98101.0,0942000235,7,DOWNTOWN,47.60809,-122.33212,1.0,33,315952,57600,258352,Hotel,295511.0,Parking,57600.0,,,,Compliant,,Multi-usages,36,0.8176938269104168,1,2
353,2016,NonResidential,Large Office,Safeco Plaza,1001 Fourth Avenue,Seattle,WA,98154.0,0942000300,7,DOWNTOWN,47.60615,-122.33388,1.0,49,1123435,368980,754455,Office,808980.0,Parking,232248.0,Other,30329.0,20162015201420122008,Compliant,,Multi-usages,47,0.6715608824720611,1,5
458,2016,NonResidential,Small- and Mid-Sized Office,Northgate Exec Center B,155 NE 100th Street,Seattle,WA,98125.0,2434900010,5,NORTH,47.70105,-122.32659,1.0,5,74880,0,74880,Office,71751.0,Parking,0.0,,,,Compliant,,Multi-usages,42,1.0,1,2
26528,2016,NonResidential,Small- and Mid-Sized Office,4701 University Way Bldg,4701 University Way NE,Seattle,WA,98105.0,8816400975,4,NORTHEAST,47.66345,-122.3134,1.0,1,27966,7004,20962,Office,20962.0,Parking,7004.0,,,,Compliant,,Multi-usages,59,0.74955302867768,1,2
22230,2016,NonResidential,Supermarket / Grocery Store,BALLARD MARKET (ID22230),1400 NW 56th St,Seattle,WA,98107.0,2768100235,6,BALLARD,47.66986,-122.37418,1.0,1,29214,0,29214,Supermarket/Grocery Store,29214.0,,,,,,Compliant,,Mono-usage,50,1.0,0,1
21505,2016,NonResidential,Small- and Mid-Sized Office,U0010 - Union Stables,2200 Western Avenue,Seattle,WA,98121.0,1977200605,7,DOWNTOWN,47.6123,-122.34611,1.0,5,66900,0,66900,Office,68048.0,,,,,,Compliant,,Mono-usage,107,1.0,0,1
316,2016,NonResidential,Hotel,337v2-Seattle Waterfront Marriott,2100 Alaskan Way,Seattle,WA,98121.0,7666202345,7,DOWNTOWN,47.61069,-122.34653,1.0,8,254273,38800,215473,Hotel,277000.0,,,,,,Compliant,,Mono-usage,13,0.8474081007421158,0,1
822,2016,NonResidential,Warehouse,(ID#822) 98 NORFOLK,9877 40TH AVE S,Seattle,WA,98136.0,0323049221,2,GREATER DUWAMISH,47.51168,-122.28285,1.0,1,60448,0,60448,Non-Refrigerated Warehouse,52702.0,Office,7746.0,,,,Compliant,,Multi-usages,38,1.0,1,2
20130,2016,NonResidential,Worship Facility,Green Lake United Methodist Church,6415 1st ave ne,Seattle,WA,98115.0,1257200735,6,Northwest,47.67572,-122.3285,1.0,2,23931,0,23931,Worship Facility,23931.0,,,,,,Compliant,,Mono-usage,106,1.0,0,1
27869,2016,NonResidential,Warehouse,Auto Accessories Inc.,1520 13th Ave,Seattle,WA,98112.0,6003000220,3,EAST,47.61481,-122.31536,1.0,2,23040,0,23040,Non-Refrigerated Warehouse,23040.0,,,,,,Compliant,,Mono-usage,96,1.0,0,1
21425,2016,NonResidential,Other,Pacific Science Center,200 Second Avenue North,Seattle,WA,98109.0,1985200140,7,MAGNOLIA / QUEEN ANNE,47.61974,-122.3511,1.0,1,155795,0,155795,Other,155795.0,,,,,,Compliant,,Mono-usage,54,1.0,0,1
843,2016,NonResidential,Hotel,The Maxwell Hotel,300 Roy ST,Seattle,WA,98109.0,5457800400,7,MAGNOLIA / QUEEN ANNE,47.62562,-122.35121,1.0,5,111856,21273,90583,Hotel,92000.0,Parking,20000.0,Restaurant,4006.0,,Compliant,,Multi-usages,8,0.8098179802603347,1,4
317,2016,Nonresidential COS,Other,Seattle Aquarium,1421 Alaskan Way,Seattle,WA,98101.0,7666202420,7,DOWNTOWN,47.60729,-122.34211,1.0,2,69400,0,69400,Other - Entertainment/Public Assembly,69400.0,,,,,,Compliant,,Mono-usage,36,1.0,0,1
